gene_name	target_id	length	eff_length	est_counts	tpm	gene_id	transcript_name
NUDT15	ENST00000258662.2|ENSG00000136159.3|OTTHUMG00000016890.3|OTTHUMT00000044862.3|NUDT15-201|NUDT15|2098|protein_coding|	2098	1876.73	866.952	3.30236	ENSG00000136159.3	NUDT15-201
NUDT16	ENST00000502852.1|ENSG00000198585.11|OTTHUMG00000159623.11|OTTHUMT00000357258.1|NUDT16-201|NUDT16|1552|protein_coding|	1552	1330.73	228.372	1.22683	ENSG00000198585.11	NUDT16-201
NUDT16L1	ENST00000304301.10|ENSG00000168101.14|OTTHUMG00000129471.6|OTTHUMT00000251634.1|NUDT16L1-201|NUDT16L1|1349|protein_coding|	1349	1127.73	571.76	3.62443	ENSG00000168101.14	NUDT16L1-201
NUDT17	ENST00000334513.5|ENSG00000186364.11|OTTHUMG00000013752.4|OTTHUMT00000038541.4|NUDT17-201|NUDT17|1473|protein_coding|	1473	1251.73	191.934	1.09616	ENSG00000186364.11	NUDT17-201
NUDT18	ENST00000613958.1|ENSG00000275074.1|OTTHUMG00000163774.5|OTTHUMT00000375338.5|NUDT18-202|NUDT18|1754|protein_coding|	1754	1532.73	177.278	0.826838	ENSG00000275074.1	NUDT18-202
NUDT19	ENST00000397061.3|ENSG00000213965.3|OTTHUMG00000180228.3|OTTHUMT00000450338.3|NUDT19-201|NUDT19|2967|protein_coding|	2967	2745.73	1642.72	4.27699	ENSG00000213965.3	NUDT19-201
NUDT2	ENST00000346365.8|ENSG00000164978.17|OTTHUMG00000019817.3|OTTHUMT00000052161.2|NUDT2-201|NUDT2|960|protein_coding|	960	738.731	239.937	2.32189	ENSG00000164978.17	NUDT2-201
NUDT21	ENST00000566340.5|ENSG00000167005.13|OTTHUMG00000133240.5|OTTHUMT00000434707.2|NUDT21-204|NUDT21|581|protein_coding|	581	359.761	941.743	18.7133	ENSG00000167005.13	NUDT21-204
NUDT22	ENST00000279206.7|ENSG00000149761.8|OTTHUMG00000167791.7|OTTHUMT00000396304.2|NUDT22-201|NUDT22|1094|protein_coding|	1094	872.731	1513.59	12.3982	ENSG00000149761.8	NUDT22-201
NUDT3	ENST00000607016.1|ENSG00000272325.1|OTTHUMG00000014545.2|OTTHUMT00000040224.2|NUDT3-201|NUDT3|9905|protein_coding|	9905	9683.73	13853.2	10.2268	ENSG00000272325.1	NUDT3-201
NUDT4	ENST00000415493.6|ENSG00000173598.13|OTTHUMG00000170155.3|OTTHUMT00000407702.2|NUDT4-202|NUDT4|4839|protein_coding|	4839	4617.73	14086.8	21.8079	ENSG00000173598.13	NUDT4-202
NUDT4B	ENST00000322209.4|ENSG00000177144.7|OTTHUMG00000188673.2|OTTHUMT00000477870.2|NUDT4B-201|NUDT4B|1206|protein_coding|	1206	984.731	555.246	4.03088	ENSG00000177144.7	NUDT4B-201
NUDT5	ENST00000537776.5|ENSG00000165609.12|OTTHUMG00000017682.5|-|NUDT5-209|NUDT5|1201|protein_coding|	1201	979.731	2796.48	20.405	ENSG00000165609.12	NUDT5-209
NUDT6	ENST00000304430.9|ENSG00000170917.13|OTTHUMG00000039507.6|OTTHUMT00000095331.3|NUDT6-201|NUDT6|1169|protein_coding|	1169	947.731	226.756	1.71043	ENSG00000170917.13	NUDT6-201
NUDT7	ENST00000437314.3|ENSG00000140876.11|OTTHUMG00000176808.1|OTTHUMT00000433875.1|NUDT7-202|NUDT7|930|protein_coding|	930	708.761	65.6674	0.662341	ENSG00000140876.11	NUDT7-202
NUDT8	ENST00000301490.8|ENSG00000167799.9|OTTHUMG00000167292.1|OTTHUMT00000394035.1|NUDT8-201|NUDT8|809|protein_coding|	809	587.761	249.546	3.03515	ENSG00000167799.9	NUDT8-201
NUDT9	ENST00000512216.5|ENSG00000170502.12|OTTHUMG00000130591.4|OTTHUMT00000361352.2|NUDT9-205|NUDT9|690|protein_coding|	690	468.761	118.471	1.80673	ENSG00000170502.12	NUDT9-205
NUF2	ENST00000271452.7|ENSG00000143228.12|OTTHUMG00000034275.3|OTTHUMT00000082812.1|NUF2-201|NUF2|1969|protein_coding|	1969	1747.73	1526.92	6.24559	ENSG00000143228.12	NUF2-201
NUFIP1	ENST00000379161.4|ENSG00000083635.7|OTTHUMG00000016842.2|OTTHUMT00000044755.2|NUFIP1-201|NUFIP1|3492|protein_coding|	3492	3270.73	305.0	0.666633	ENSG00000083635.7	NUFIP1-201
NUFIP2	ENST00000225388.8|ENSG00000108256.8|OTTHUMG00000179547.2|OTTHUMT00000447015.2|NUFIP2-201|NUFIP2|10850|protein_coding|	10850	10628.7	6443.82	4.33404	ENSG00000108256.8	NUFIP2-201
NUGGC	ENST00000413272.6|ENSG00000189233.11|OTTHUMG00000155970.4|OTTHUMT00000342494.1|NUGGC-201|NUGGC|3887|protein_coding|	3887	3665.73	21.6357	0.0421932	ENSG00000189233.11	NUGGC-201
NUMA1	ENST00000620566.4|ENSG00000137497.17|OTTHUMG00000167697.4|-|NUMA1-234|NUMA1|7012|protein_coding|	7012	6790.73	6216.14	6.54389	ENSG00000137497.17	NUMA1-234
NUMB	ENST00000555987.5|ENSG00000133961.20|OTTHUMG00000171436.14|OTTHUMT00000414791.2|NUMB-218|NUMB|557|protein_coding|	557	335.761	52.9821	1.12805	ENSG00000133961.20	NUMB-218
NUMBL	ENST00000252891.8|ENSG00000105245.9|OTTHUMG00000182627.5|OTTHUMT00000462749.3|NUMBL-201|NUMBL|3561|protein_coding|	3561	3339.73	495.469	1.06056	ENSG00000105245.9	NUMBL-201
NUP107	ENST00000378905.6|ENSG00000111581.9|OTTHUMG00000169265.3|-|NUP107-202|NUP107|2859|protein_coding|	2859	2637.73	4389.76	11.8971	ENSG00000111581.9	NUP107-202
NUP133	ENST00000261396.5|ENSG00000069248.11|OTTHUMG00000039462.3|OTTHUMT00000095224.2|NUP133-201|NUP133|5207|protein_coding|	5207	4985.73	5229.83	7.49877	ENSG00000069248.11	NUP133-201
NUP153	ENST00000537253.5|ENSG00000124789.11|OTTHUMG00000014312.1|-|NUP153-202|NUP153|6030|protein_coding|	6030	5808.73	6590.85	8.11132	ENSG00000124789.11	NUP153-202
NUP155	ENST00000381843.6|ENSG00000113569.15|OTTHUMG00000090803.3|OTTHUMT00000367072.1|NUP155-202|NUP155|4200|protein_coding|	4200	3978.73	5288.95	9.5029	ENSG00000113569.15	NUP155-202
NUP160	ENST00000378460.6|ENSG00000030066.13|OTTHUMG00000166534.4|OTTHUMT00000390239.2|NUP160-201|NUP160|5376|protein_coding|	5376	5154.73	5810.48	8.0582	ENSG00000030066.13	NUP160-201
NUP188	ENST00000372577.2|ENSG00000095319.14|OTTHUMG00000020768.7|OTTHUMT00000054529.2|NUP188-201|NUP188|5689|protein_coding|	5689	5467.73	8960.38	11.7152	ENSG00000095319.14	NUP188-201
NUP205	ENST00000285968.10|ENSG00000155561.14|OTTHUMG00000155497.4|OTTHUMT00000340358.1|NUP205-201|NUP205|6266|protein_coding|	6266	6044.73	20824.8	24.6284	ENSG00000155561.14	NUP205-201
NUP210	ENST00000254508.6|ENSG00000132182.11|OTTHUMG00000157268.2|OTTHUMT00000340085.2|NUP210-201|NUP210|7193|protein_coding|	7193	6971.73	11485.7	11.7773	ENSG00000132182.11	NUP210-201
NUP210L	ENST00000271854.3|ENSG00000143552.9|OTTHUMG00000035852.3|-|NUP210L-201|NUP210L|5424|protein_coding|	5424	5202.73	5.0	0.00687021	ENSG00000143552.9	NUP210L-201
NUP214	ENST00000359428.9|ENSG00000126883.16|OTTHUMG00000020816.6|OTTHUMT00000054694.2|NUP214-201|NUP214|7600|protein_coding|	7600	7378.73	6677.2	6.4691	ENSG00000126883.16	NUP214-201
NUP35	ENST00000295119.8|ENSG00000163002.12|OTTHUMG00000132621.7|OTTHUMT00000255865.1|NUP35-201|NUP35|1633|protein_coding|	1633	1411.73	1007.07	5.09962	ENSG00000163002.12	NUP35-201
NUP37	ENST00000251074.5|ENSG00000075188.8|OTTHUMG00000170478.4|-|NUP37-201|NUP37|1203|protein_coding|	1203	981.731	1694.11	12.3361	ENSG00000075188.8	NUP37-201
NUP43	ENST00000340413.6|ENSG00000120253.13|OTTHUMG00000015795.6|OTTHUMT00000396947.1|NUP43-201|NUP43|3874|protein_coding|	3874	3652.73	4065.91	7.95741	ENSG00000120253.13	NUP43-201
NUP50	ENST00000430547.5|ENSG00000093000.18|OTTHUMG00000151265.5|OTTHUMT00000322002.2|NUP50-208|NUP50|537|protein_coding|	537	315.775	394.092	8.92179	ENSG00000093000.18	NUP50-208
NUP54	ENST00000264883.7|ENSG00000138750.14|OTTHUMG00000130098.4|OTTHUMT00000252402.3|NUP54-201|NUP54|2367|protein_coding|	2367	2145.73	2251.83	7.50224	ENSG00000138750.14	NUP54-201
NUP58	ENST00000381736.7|ENSG00000139496.15|OTTHUMG00000016608.5|OTTHUMT00000044228.3|NUP58-202|NUP58|4332|protein_coding|	4332	4110.73	3220.53	5.60067	ENSG00000139496.15	NUP58-202
NUP62	ENST00000422090.2|ENSG00000213024.11|OTTHUMG00000183077.4|OTTHUMT00000464987.1|NUP62-202|NUP62|3479|protein_coding|	3479	3257.73	3936.36	8.63796	ENSG00000213024.11	NUP62-202
NUP62CL	ENST00000421752.1|ENSG00000198088.10|OTTHUMG00000022159.4|OTTHUMT00000057830.2|NUP62CL-202|NUP62CL|618|protein_coding|	618	396.761	213.622	3.84899	ENSG00000198088.10	NUP62CL-202
NUP85	ENST00000245544.8|ENSG00000125450.10|OTTHUMG00000179482.3|OTTHUMT00000446619.1|NUP85-201|NUP85|2121|protein_coding|	2121	1899.73	1689.93	6.3593	ENSG00000125450.10	NUP85-201
NUP88	ENST00000573584.5|ENSG00000108559.11|OTTHUMG00000099453.4|OTTHUMT00000216918.3|NUP88-207|NUP88|2916|protein_coding|	2916	2694.73	1730.19	4.58996	ENSG00000108559.11	NUP88-207
NUP93	ENST00000308159.9|ENSG00000102900.12|OTTHUMG00000133278.12|OTTHUMT00000257058.4|NUP93-201|NUP93|2741|protein_coding|	2741	2519.73	6715.96	19.054	ENSG00000102900.12	NUP93-201
NUP98	ENST00000532475.1|ENSG00000110713.16|OTTHUMG00000011846.8|OTTHUMT00000392653.2|NUP98-219|NUP98|553|protein_coding|	553	331.775	1211.48	26.1037	ENSG00000110713.16	NUP98-219
NUPL2	ENST00000410002.7|ENSG00000136243.16|OTTHUMG00000096955.5|OTTHUMT00000327180.1|NUPL2-202|NUPL2|680|protein_coding|	680	458.761	250.705	3.90667	ENSG00000136243.16	NUPL2-202
NUPR1	ENST00000324873.7|ENSG00000176046.8|OTTHUMG00000131764.3|OTTHUMT00000254692.3|NUPR1-201|NUPR1|5491|protein_coding|	5491	5269.73	83.3488	0.113069	ENSG00000176046.8	NUPR1-201
NUPR2	ENST00000329309.3|ENSG00000185290.3|OTTHUMG00000156224.2|OTTHUMT00000343551.2|NUPR2-201|NUPR2|603|protein_coding|	603	381.761	0.0	0.0	ENSG00000185290.3	NUPR2-201
NUS1	ENST00000368494.3|ENSG00000153989.7|OTTHUMG00000015458.1|OTTHUMT00000041989.1|NUS1-201|NUS1|4676|protein_coding|	4676	4454.73	2435.0	3.90759	ENSG00000153989.7	NUS1-201
NUSAP1	ENST00000414849.6|ENSG00000137804.12|OTTHUMG00000193352.1|OTTHUMT00000419329.1|NUSAP1-202|NUSAP1|2274|protein_coding|	2274	2052.73	2226.12	7.7526	ENSG00000137804.12	NUSAP1-202
NUTF2	ENST00000569436.6|ENSG00000102898.11|OTTHUMG00000137540.6|OTTHUMT00000422103.2|NUTF2-206|NUTF2|1119|protein_coding|	1119	897.731	1088.53	8.66815	ENSG00000102898.11	NUTF2-206
NUTM1	ENST00000333756.4|ENSG00000184507.15|OTTHUMG00000172348.1|OTTHUMT00000418026.1|NUTM1-201|NUTM1|3795|protein_coding|	3795	3573.73	4.0	0.00800147	ENSG00000184507.15	NUTM1-201
NUTM2A	ENST00000381707.6|ENSG00000184923.12|OTTHUMG00000018670.3|OTTHUMT00000049198.2|NUTM2A-202|NUTM2A|3290|protein_coding|	3290	3068.73	163.297	0.380408	ENSG00000184923.12	NUTM2A-202
NUTM2B	ENST00000429828.5|ENSG00000188199.10|OTTHUMG00000018572.3|-|NUTM2B-203|NUTM2B|3292|protein_coding|	3292	3070.73	116.034	0.270132	ENSG00000188199.10	NUTM2B-203
NUTM2D	ENST00000381697.6|ENSG00000214562.14|OTTHUMG00000018672.3|OTTHUMT00000470142.1|NUTM2D-201|NUTM2D|3290|protein_coding|	3290	3068.73	389.017	0.906237	ENSG00000214562.14	NUTM2D-201
NUTM2E	ENST00000429984.4|ENSG00000228570.7|OTTHUMG00000018586.4|-|NUTM2E-201|NUTM2E|3292|protein_coding|	3292	3070.73	7.90491	0.0184029	ENSG00000228570.7	NUTM2E-201
NUTM2F	ENST00000253262.8|ENSG00000130950.13|OTTHUMG00000020260.4|OTTHUMT00000053173.2|NUTM2F-201|NUTM2F|2561|protein_coding|	2561	2339.73	0.0	0.0	ENSG00000130950.13	NUTM2F-201
NUTM2G	ENST00000354649.7|ENSG00000188152.12|OTTHUMG00000020305.2|OTTHUMT00000053292.2|NUTM2G-201|NUTM2G|2851|protein_coding|	2851	2629.73	0.0	0.0	ENSG00000188152.12	NUTM2G-201
NVL	ENST00000391875.6|ENSG00000143748.17|OTTHUMG00000037536.8|OTTHUMT00000091454.2|NVL-203|NVL|2832|protein_coding|	2832	2610.73	1359.11	3.72155	ENSG00000143748.17	NVL-203
NWD1	ENST00000524140.6|ENSG00000188039.14|OTTHUMG00000164507.5|OTTHUMT00000379040.3|NWD1-204|NWD1|7641|protein_coding|	7641	7419.73	0.0	0.0	ENSG00000188039.14	NWD1-204
NWD2	ENST00000309447.5|ENSG00000174145.7|OTTHUMG00000157134.2|OTTHUMT00000347551.2|NWD2-201|NWD2|8325|protein_coding|	8325	8103.73	0.0	0.0	ENSG00000174145.7	NWD2-201
NXF1	ENST00000533671.1|ENSG00000162231.13|OTTHUMG00000167612.7|OTTHUMT00000395372.2|NXF1-217|NXF1|589|protein_coding|	589	367.761	132.483	2.57528	ENSG00000162231.13	NXF1-217
NXF2	ENST00000604790.2|ENSG00000269405.6|OTTHUMG00000189320.1|-|NXF2-201|NXF2|2143|protein_coding|	2143	1921.73	6.21692	0.0231267	ENSG00000269405.6	NXF2-201
NXF2B	ENST00000602195.5|ENSG00000269437.7|OTTHUMG00000154920.2|OTTHUMT00000058973.2|NXF2B-202|NXF2B|2322|protein_coding|	2322	2100.73	350.582	1.19303	ENSG00000269437.7	NXF2B-202
NXF3	ENST00000395065.7|ENSG00000147206.16|OTTHUMG00000022088.2|OTTHUMT00000057684.1|NXF3-201|NXF3|1938|protein_coding|	1938	1716.73	0.0	0.0	ENSG00000147206.16	NXF3-201
NXF5	ENST00000537026.5|ENSG00000126952.16|OTTHUMG00000022042.4|-|NXF5-207|NXF5|1991|protein_coding|	1991	1769.73	0.0	0.0	ENSG00000126952.16	NXF5-207
NXN	ENST00000575801.5|ENSG00000167693.16|OTTHUMG00000090307.4|OTTHUMT00000437224.1|NXN-210|NXN|2681|protein_coding|	2681	2459.73	13.1034	0.0380828	ENSG00000167693.16	NXN-210
NXNL1	ENST00000301944.2|ENSG00000171773.2|OTTHUMG00000182798.1|OTTHUMT00000463803.1|NXNL1-201|NXNL1|946|protein_coding|	946	724.761	20.0	0.197273	ENSG00000171773.2	NXNL1-201
NXNL2	ENST00000375855.3|ENSG00000130045.16|OTTHUMG00000020170.6|OTTHUMT00000253681.3|NXNL2-202|NXNL2|1457|protein_coding|	1457	1235.73	96.6263	0.558988	ENSG00000130045.16	NXNL2-202
NXPE1	ENST00000534921.2|ENSG00000095110.8|OTTHUMG00000168284.3|OTTHUMT00000399164.3|NXPE1-203|NXPE1|2275|protein_coding|	2275	2053.73	0.0	0.0	ENSG00000095110.8	NXPE1-203
NXPE2	ENST00000389586.4|ENSG00000204361.8|OTTHUMG00000168293.4|OTTHUMT00000399181.1|NXPE2-201|NXPE2|1873|protein_coding|	1873	1651.73	0.0	0.0	ENSG00000204361.8	NXPE2-201
NXPE3	ENST00000474165.5|ENSG00000144815.15|OTTHUMG00000159179.15|OTTHUMT00000353714.13|NXPE3-202|NXPE3|936|protein_coding|	936	714.761	43.2275	0.432346	ENSG00000144815.15	NXPE3-202
NXPE4	ENST00000424261.6|ENSG00000137634.9|OTTHUMG00000168291.1|OTTHUMT00000399178.1|NXPE4-202|NXPE4|1687|protein_coding|	1687	1465.73	0.0	0.0	ENSG00000137634.9	NXPE4-202
NXPH1	ENST00000405863.5|ENSG00000122584.12|OTTHUMG00000151941.3|OTTHUMT00000324591.1|NXPH1-201|NXPH1|2921|protein_coding|	2921	2699.73	0.0	0.0	ENSG00000122584.12	NXPH1-201
NXPH2	ENST00000272641.3|ENSG00000144227.4|OTTHUMG00000153636.1|OTTHUMT00000331901.1|NXPH2-201|NXPH2|1052|protein_coding|	1052	830.731	0.0	0.0	ENSG00000144227.4	NXPH2-201
NXPH3	ENST00000328741.5|ENSG00000182575.7|OTTHUMG00000161491.2|OTTHUMT00000365143.1|NXPH3-201|NXPH3|2179|protein_coding|	2179	1957.73	2.35067	0.00858361	ENSG00000182575.7	NXPH3-201
NXPH4	ENST00000349394.5|ENSG00000182379.9|OTTHUMG00000171241.1|OTTHUMT00000412474.1|NXPH4-201|NXPH4|1804|protein_coding|	1804	1582.73	54.0	0.243904	ENSG00000182379.9	NXPH4-201
NXT1	ENST00000254998.2|ENSG00000132661.3|OTTHUMG00000032059.2|OTTHUMT00000078313.2|NXT1-201|NXT1|1123|protein_coding|	1123	901.731	1520.0	12.0503	ENSG00000132661.3	NXT1-201
NXT2	ENST00000372106.5|ENSG00000101888.11|OTTHUMG00000022185.2|OTTHUMT00000057886.1|NXT2-203|NXT2|2562|protein_coding|	2562	2340.73	495.768	1.51411	ENSG00000101888.11	NXT2-203
NYAP1	ENST00000300179.6|ENSG00000166924.8|OTTHUMG00000155290.3|OTTHUMT00000339335.2|NYAP1-201|NYAP1|3581|protein_coding|	3581	3359.73	37.0	0.0787279	ENSG00000166924.8	NYAP1-201
NYAP2	ENST00000272907.7|ENSG00000144460.12|OTTHUMG00000153450.2|-|NYAP2-201|NYAP2|4590|protein_coding|	4590	4368.73	9.00711	0.0147388	ENSG00000144460.12	NYAP2-201
NYNRIN	ENST00000382554.3|ENSG00000205978.5|OTTHUMG00000171314.2|OTTHUMT00000412939.1|NYNRIN-201|NYNRIN|7857|protein_coding|	7857	7635.73	64.7288	0.0606008	ENSG00000205978.5	NYNRIN-201
NYX	ENST00000342595.2|ENSG00000188937.5|OTTHUMG00000021370.1|OTTHUMT00000056256.1|NYX-201|NYX|2713|protein_coding|	2713	2491.73	0.0	0.0	ENSG00000188937.5	NYX-201
OAF	ENST00000328965.8|ENSG00000184232.8|OTTHUMG00000166139.2|OTTHUMT00000388036.2|OAF-201|OAF|2525|protein_coding|	2525	2303.73	992.912	3.08113	ENSG00000184232.8	OAF-201
OARD1	ENST00000424266.6|ENSG00000124596.16|OTTHUMG00000014667.4|OTTHUMT00000357765.1|OARD1-202|OARD1|1337|protein_coding|	1337	1115.73	756.565	4.8475	ENSG00000124596.16	OARD1-202
OAS1	ENST00000202917.9|ENSG00000089127.12|OTTHUMG00000169792.6|OTTHUMT00000405896.2|OAS1-201|OAS1|1816|protein_coding|	1816	1594.73	0.0	0.0	ENSG00000089127.12	OAS1-201
OAS2	ENST00000449768.2|ENSG00000111335.12|OTTHUMG00000169802.3|OTTHUMT00000405946.1|OAS2-203|OAS2|2072|protein_coding|	2072	1850.73	45.6835	0.176461	ENSG00000111335.12	OAS2-203
OAS3	ENST00000551007.1|ENSG00000111331.12|OTTHUMG00000169795.2|OTTHUMT00000405921.1|OAS3-207|OAS3|998|protein_coding|	998	776.731	21.1395	0.194561	ENSG00000111331.12	OAS3-207
OASL	ENST00000257570.9|ENSG00000135114.12|OTTHUMG00000154981.4|OTTHUMT00000337875.3|OASL-201|OASL|3266|protein_coding|	3266	3044.73	0.0	0.0	ENSG00000135114.12	OASL-201
OAT	ENST00000368845.5|ENSG00000065154.11|OTTHUMG00000019213.1|OTTHUMT00000050863.1|OAT-201|OAT|2048|protein_coding|	2048	1826.73	5281.52	20.6688	ENSG00000065154.11	OAT-201
OAZ1	ENST00000602676.6|ENSG00000104904.12|OTTHUMG00000178459.10|OTTHUMT00000467467.3|OAZ1-211|OAZ1|1148|protein_coding|	1148	926.731	11048.2	85.2257	ENSG00000104904.12	OAZ1-211
OAZ2	ENST00000326005.10|ENSG00000180304.14|OTTHUMG00000172473.4|OTTHUMT00000418707.2|OAZ2-201|OAZ2|1934|protein_coding|	1934	1712.73	930.523	3.88391	ENSG00000180304.14	OAZ2-201
OAZ3	ENST00000582415.2|ENSG00000143450.16|OTTHUMG00000013061.7|OTTHUMT00000488073.1|OAZ3-206|OAZ3|481|protein_coding|	481	259.798	9.87507	0.271729	ENSG00000143450.16	OAZ3-206
OBP2A	ENST00000619164.4|ENSG00000122136.13|OTTHUMG00000020909.4|-|OBP2A-207|OBP2A|705|protein_coding|	705	483.761	0.0	0.0	ENSG00000122136.13	OBP2A-207
OBP2B	ENST00000372034.7|ENSG00000171102.14|OTTHUMG00000020860.4|OTTHUMT00000054851.1|OBP2B-202|OBP2B|691|protein_coding|	691	469.761	0.0	0.0	ENSG00000171102.14	OBP2B-202
OBSCN	ENST00000636476.1|ENSG00000154358.20|OTTHUMG00000039772.11|OTTHUMT00000490729.1|OBSCN-213|OBSCN|7835|protein_coding|	7835	7613.73	1215.03	1.14083	ENSG00000154358.20	OBSCN-213
OBSL1	ENST00000373873.8|ENSG00000124006.14|OTTHUMG00000059157.12|OTTHUMT00000131066.1|OBSL1-202|OBSL1|3297|protein_coding|	3297	3075.73	1070.95	2.48916	ENSG00000124006.14	OBSL1-202
OC90	ENST00000254627.3|ENSG00000253117.4|OTTHUMG00000164672.1|OTTHUMT00000379693.1|OC90-201|OC90|1782|protein_coding|	1782	1560.73	0.0	0.0	ENSG00000253117.4	OC90-201
OCA2	ENST00000354638.7|ENSG00000104044.15|OTTHUMG00000128871.3|OTTHUMT00000250823.1|OCA2-202|OCA2|3186|protein_coding|	3186	2964.73	11.8535	0.0285819	ENSG00000104044.15	OCA2-202
OCEL1	ENST00000600232.5|ENSG00000099330.8|OTTHUMG00000182726.1|OTTHUMT00000463313.1|OCEL1-211|OCEL1|878|protein_coding|	878	656.761	27.2683	0.296812	ENSG00000099330.8	OCEL1-211
OCIAD1	ENST00000511662.5|ENSG00000109180.14|OTTHUMG00000102095.19|OTTHUMT00000361866.3|OCIAD1-223|OCIAD1|441|protein_coding|	441	219.835	383.627	12.4751	ENSG00000109180.14	OCIAD1-223
OCIAD2	ENST00000508632.5|ENSG00000145247.11|OTTHUMG00000128626.34|OTTHUMT00000361984.5|OCIAD2-205|OCIAD2|1163|protein_coding|	1163	941.731	3.18055	0.0241438	ENSG00000145247.11	OCIAD2-205
OCLM	ENST00000574641.1|ENSG00000262180.1|OTTHUMG00000177601.1|OTTHUMT00000438012.1|OCLM-201|OCLM|884|protein_coding|	884	662.761	15.0	0.161795	ENSG00000262180.1	OCLM-201
OCLN	ENST00000538151.2|ENSG00000197822.10|OTTHUMG00000099356.3|-|OCLN-205|OCLN|5391|protein_coding|	5391	5169.73	28.4497	0.0393406	ENSG00000197822.10	OCLN-205
OCM	ENST00000416608.5|ENSG00000122543.10|OTTHUMG00000155499.1|OTTHUMT00000340373.1|OCM-202|OCM|623|protein_coding|	623	401.761	0.0	0.0	ENSG00000122543.10	OCM-202
OCM2	ENST00000257627.4|ENSG00000135175.5|OTTHUMG00000154162.3|OTTHUMT00000334188.1|OCM2-201|OCM2|696|protein_coding|	696	474.761	0.0	0.0	ENSG00000135175.5	OCM2-201
OCRL	ENST00000357121.5|ENSG00000122126.16|OTTHUMG00000022706.4|OTTHUMT00000058918.1|OCRL-201|OCRL|5138|protein_coding|	5138	4916.73	836.602	1.21639	ENSG00000122126.16	OCRL-201
OCSTAMP	ENST00000279028.2|ENSG00000149635.2|OTTHUMG00000032652.2|OTTHUMT00000079573.2|OCSTAMP-201|OCSTAMP|2043|protein_coding|	2043	1821.73	0.0	0.0	ENSG00000149635.2	OCSTAMP-201
ODAM	ENST00000396094.6|ENSG00000109205.16|OTTHUMG00000129406.4|OTTHUMT00000251562.1|ODAM-201|ODAM|1319|protein_coding|	1319	1097.73	0.0	0.0	ENSG00000109205.16	ODAM-201
ODAPH	ENST00000616557.1|ENSG00000174792.10|OTTHUMG00000130104.2|-|ODAPH-205|ODAPH|1725|protein_coding|	1725	1503.73	3.01179	0.0143181	ENSG00000174792.10	ODAPH-205
ODC1	ENST00000405333.5|ENSG00000115758.12|OTTHUMG00000090450.4|OTTHUMT00000323539.1|ODC1-202|ODC1|1943|protein_coding|	1943	1721.73	16440.6	68.2629	ENSG00000115758.12	ODC1-202
ODF1	ENST00000285402.3|ENSG00000155087.3|OTTHUMG00000164719.2|OTTHUMT00000379884.1|ODF1-201|ODF1|1013|protein_coding|	1013	791.731	0.0	0.0	ENSG00000155087.3	ODF1-201
ODF2	ENST00000372807.9|ENSG00000136811.16|OTTHUMG00000020748.6|OTTHUMT00000054447.4|ODF2-203|ODF2|2475|protein_coding|	2475	2253.73	2850.83	9.04277	ENSG00000136811.16	ODF2-203
ODF2L	ENST00000294678.6|ENSG00000122417.15|OTTHUMG00000010080.6|OTTHUMT00000027874.1|ODF2L-201|ODF2L|4267|protein_coding|	4267	4045.73	157.656	0.278577	ENSG00000122417.15	ODF2L-201
ODF3	ENST00000325113.8|ENSG00000177947.13|OTTHUMG00000119073.2|OTTHUMT00000239287.1|ODF3-201|ODF3|1307|protein_coding|	1307	1085.73	0.0	0.0	ENSG00000177947.13	ODF3-201
ODF3B	ENST00000401779.5|ENSG00000177989.13|OTTHUMG00000150334.3|OTTHUMT00000317623.1|ODF3B-202|ODF3B|869|protein_coding|	869	647.761	0.0	0.0	ENSG00000177989.13	ODF3B-202
ODF3L1	ENST00000332145.2|ENSG00000182950.2|OTTHUMG00000142837.1|OTTHUMT00000286473.1|ODF3L1-201|ODF3L1|1196|protein_coding|	1196	974.731	0.0	0.0	ENSG00000182950.2	ODF3L1-201
ODF3L2	ENST00000382696.7|ENSG00000181781.9|OTTHUMG00000180547.4|OTTHUMT00000451850.2|ODF3L2-202|ODF3L2|1393|protein_coding|	1393	1171.73	0.0	0.0	ENSG00000181781.9	ODF3L2-202
ODF4	ENST00000328248.6|ENSG00000184650.10|OTTHUMG00000108190.3|OTTHUMT00000226996.1|ODF4-201|ODF4|1156|protein_coding|	1156	934.731	0.0	0.0	ENSG00000184650.10	ODF4-201
ODR4	ENST00000419367.8|ENSG00000157181.15|OTTHUMG00000035579.6|OTTHUMT00000438031.2|ODR4-203|ODR4|1900|protein_coding|	1900	1678.73	779.917	3.32123	ENSG00000157181.15	ODR4-203
OFD1	ENST00000340096.10|ENSG00000046651.14|OTTHUMG00000021159.1|OTTHUMT00000055808.1|OFD1-201|OFD1|3611|protein_coding|	3611	3389.73	1191.88	2.51362	ENSG00000046651.14	OFD1-201
OGA	ENST00000439817.5|ENSG00000198408.13|OTTHUMG00000018939.4|-|OGA-205|OGA|5043|protein_coding|	5043	4821.73	2104.99	3.12089	ENSG00000198408.13	OGA-205
OGDH	ENST00000222673.5|ENSG00000105953.14|OTTHUMG00000155304.2|OTTHUMT00000339391.1|OGDH-201|OGDH|4181|protein_coding|	4181	3959.73	2695.95	4.86718	ENSG00000105953.14	OGDH-201
