gene_name	target_id	length	eff_length	est_counts	tpm	gene_id	transcript_name
LRRC66	ENST00000343457.3|ENSG00000188993.3|OTTHUMG00000160623.1|OTTHUMT00000361473.1|LRRC66-201|LRRC66|3327|protein_coding|	3327	3089.82	6.0	0.0376052	ENSG00000188993.3	LRRC66-201
LRRC69	ENST00000518304.1|ENSG00000214954.8|OTTHUMG00000164023.6|OTTHUMT00000376887.3|LRRC69-203|LRRC69|571|protein_coding|	571	333.818	5.0	0.290061	ENSG00000214954.8	LRRC69-203
LRRC7	ENST00000415775.2|ENSG00000033122.18|OTTHUMG00000059194.6|-|LRRC7-204|LRRC7|3996|protein_coding|	3996	3758.82	1.0	0.00515203	ENSG00000033122.18	LRRC7-204
LRRC70	ENST00000334994.5|ENSG00000186105.7|OTTHUMG00000154401.5|OTTHUMT00000335067.3|LRRC70-201|LRRC70|2249|protein_coding|	2249	2011.82	21.0	0.202144	ENSG00000186105.7	LRRC70-201
LRRC71	ENST00000337428.7|ENSG00000160838.13|OTTHUMG00000041298.1|OTTHUMT00000098961.1|LRRC71-201|LRRC71|1959|protein_coding|	1959	1721.82	0.0	0.0	ENSG00000160838.13	LRRC71-201
LRRC72	ENST00000401542.2|ENSG00000205858.9|OTTHUMG00000152446.2|OTTHUMT00000326249.2|LRRC72-202|LRRC72|1000|protein_coding|	1000	762.817	0.0	0.0	ENSG00000205858.9	LRRC72-202
LRRC73	ENST00000372441.1|ENSG00000204052.4|OTTHUMG00000014737.1|OTTHUMT00000040635.1|LRRC73-201|LRRC73|2121|protein_coding|	2121	1883.82	3.0	0.0308398	ENSG00000204052.4	LRRC73-201
LRRC74A	ENST00000393774.7|ENSG00000100565.15|OTTHUMG00000150153.3|OTTHUMT00000316592.1|LRRC74A-202|LRRC74A|1648|protein_coding|	1648	1410.82	0.0	0.0	ENSG00000100565.15	LRRC74A-202
LRRC74B	ENST00000442047.2|ENSG00000187905.10|OTTHUMG00000150897.4|OTTHUMT00000320473.4|LRRC74B-201|LRRC74B|1179|protein_coding|	1179	941.817	0.0	0.0	ENSG00000187905.10	LRRC74B-201
LRRC75A	ENST00000470794.1|ENSG00000181350.11|OTTHUMG00000058988.3|OTTHUMT00000130463.3|LRRC75A-203|LRRC75A|1390|protein_coding|	1390	1152.82	1.33696	0.0224589	ENSG00000181350.11	LRRC75A-203
LRRC75B	ENST00000318753.12|ENSG00000178026.12|OTTHUMG00000150729.1|OTTHUMT00000319832.1|LRRC75B-201|LRRC75B|1238|protein_coding|	1238	1000.82	6.03812	0.116836	ENSG00000178026.12	LRRC75B-201
LRRC8A	ENST00000372600.8|ENSG00000136802.11|OTTHUMG00000020766.3|OTTHUMT00000054516.2|LRRC8A-203|LRRC8A|4355|protein_coding|	4355	4117.82	928.475	4.36649	ENSG00000136802.11	LRRC8A-203
LRRC8B	ENST00000330947.6|ENSG00000197147.13|OTTHUMG00000010129.5|OTTHUMT00000028008.2|LRRC8B-201|LRRC8B|7593|protein_coding|	7593	7355.82	372.245	0.980003	ENSG00000197147.13	LRRC8B-201
LRRC8C	ENST00000370454.8|ENSG00000171488.14|OTTHUMG00000010305.5|OTTHUMT00000028435.2|LRRC8C-201|LRRC8C|7218|protein_coding|	7218	6980.82	1353.75	3.75546	ENSG00000171488.14	LRRC8C-201
LRRC8D	ENST00000394593.7|ENSG00000171492.14|OTTHUMG00000010583.5|OTTHUMT00000029204.2|LRRC8D-202|LRRC8D|3345|protein_coding|	3345	3107.82	1148.33	7.15552	ENSG00000171492.14	LRRC8D-202
LRRC8E	ENST00000593511.1|ENSG00000171017.10|OTTHUMG00000182455.5|OTTHUMT00000462281.2|LRRC8E-202|LRRC8E|555|protein_coding|	555	317.82	9.30451	0.566945	ENSG00000171017.10	LRRC8E-202
LRRC9	ENST00000445360.5|ENSG00000131951.11|OTTHUMG00000028948.5|OTTHUMT00000072281.4|LRRC9-202|LRRC9|4717|protein_coding|	4717	4479.82	0.0	0.0	ENSG00000131951.11	LRRC9-202
LRRCC1	ENST00000360375.7|ENSG00000133739.15|OTTHUMG00000164784.1|OTTHUMT00000380267.1|LRRCC1-201|LRRCC1|3813|protein_coding|	3813	3575.82	213.138	1.15429	ENSG00000133739.15	LRRCC1-201
LRRD1	ENST00000343318.9|ENSG00000240720.8|OTTHUMG00000155861.5|OTTHUMT00000342026.2|LRRD1-201|LRRD1|2073|protein_coding|	2073	1835.82	8.23533	0.0868722	ENSG00000240720.8	LRRD1-201
LRRFIP1	ENST00000289175.10|ENSG00000124831.18|OTTHUMG00000133339.4|OTTHUMT00000317199.1|LRRFIP1-202|LRRFIP1|3709|protein_coding|	3709	3471.82	1725.92	9.62704	ENSG00000124831.18	LRRFIP1-202
LRRFIP2	ENST00000421276.6|ENSG00000093167.17|OTTHUMG00000130796.33|OTTHUMT00000342193.2|LRRFIP2-205|LRRFIP2|2522|protein_coding|	2522	2284.82	420.276	3.56216	ENSG00000093167.17	LRRFIP2-205
LRRIQ1	ENST00000393212.7|ENSG00000133640.19|OTTHUMG00000166185.6|OTTHUMT00000398251.2|LRRIQ1-201|LRRIQ1|555|protein_coding|	555	317.82	0.0	0.0	ENSG00000133640.19	LRRIQ1-201
LRRIQ3	ENST00000370911.7|ENSG00000162620.15|OTTHUMG00000009508.4|OTTHUMT00000026275.1|LRRIQ3-203|LRRIQ3|1591|protein_coding|	1591	1353.82	18.9516	0.271091	ENSG00000162620.15	LRRIQ3-203
LRRIQ4	ENST00000340806.6|ENSG00000188306.6|OTTHUMG00000164420.1|OTTHUMT00000378698.1|LRRIQ4-201|LRRIQ4|1827|protein_coding|	1827	1589.82	6.0	0.0730859	ENSG00000188306.6	LRRIQ4-201
LRRK1	ENST00000388948.7|ENSG00000154237.12|OTTHUMG00000165514.5|OTTHUMT00000384567.2|LRRK1-201|LRRK1|7671|protein_coding|	7671	7433.82	2370.81	6.1761	ENSG00000154237.12	LRRK1-201
LRRK2	ENST00000298910.11|ENSG00000188906.15|OTTHUMG00000059742.11|OTTHUMT00000277179.1|LRRK2-201|LRRK2|9158|protein_coding|	9158	8920.82	200.521	0.435297	ENSG00000188906.15	LRRK2-201
LRRN1	ENST00000319331.3|ENSG00000175928.5|OTTHUMG00000154934.2|OTTHUMT00000337704.2|LRRN1-201|LRRN1|3823|protein_coding|	3823	3585.82	1.10982	0.00599366	ENSG00000175928.5	LRRN1-201
LRRN2	ENST00000367175.1|ENSG00000170382.11|OTTHUMG00000035989.2|OTTHUMT00000089894.1|LRRN2-201|LRRN2|5036|protein_coding|	5036	4798.82	7.70918	0.0311102	ENSG00000170382.11	LRRN2-201
LRRN3	ENST00000422987.3|ENSG00000173114.12|OTTHUMG00000155039.3|OTTHUMT00000338171.2|LRRN3-203|LRRN3|3513|protein_coding|	3513	3275.82	5.83925	0.0345196	ENSG00000173114.12	LRRN3-203
LRRN4	ENST00000378858.4|ENSG00000125872.7|OTTHUMG00000031825.2|OTTHUMT00000077907.2|LRRN4-201|LRRN4|2692|protein_coding|	2692	2454.82	1.0	0.00788879	ENSG00000125872.7	LRRN4-201
LRRN4CL	ENST00000317449.4|ENSG00000177363.4|OTTHUMG00000167581.1|OTTHUMT00000395168.1|LRRN4CL-201|LRRN4CL|2585|protein_coding|	2585	2347.82	13.377	0.110338	ENSG00000177363.4	LRRN4CL-201
LRRTM1	ENST00000295057.3|ENSG00000162951.10|OTTHUMG00000130021.8|OTTHUMT00000313614.1|LRRTM1-201|LRRTM1|2599|protein_coding|	2599	2361.82	0.0	0.0	ENSG00000162951.10	LRRTM1-201
LRRTM2	ENST00000518785.1|ENSG00000146006.7|OTTHUMG00000163535.3|OTTHUMT00000374042.1|LRRTM2-202|LRRTM2|1958|protein_coding|	1958	1720.82	1.0	0.0112537	ENSG00000146006.7	LRRTM2-202
LRRTM3	ENST00000361320.4|ENSG00000198739.10|OTTHUMG00000018332.2|OTTHUMT00000048277.2|LRRTM3-201|LRRTM3|4358|protein_coding|	4358	4120.82	0.0	0.0	ENSG00000198739.10	LRRTM3-201
LRRTM4	ENST00000409282.1|ENSG00000176204.13|OTTHUMG00000152842.3|OTTHUMT00000328227.1|LRRTM4-203|LRRTM4|2451|protein_coding|	2451	2213.82	1.0	0.00874757	ENSG00000176204.13	LRRTM4-203
LRSAM1	ENST00000300417.10|ENSG00000148356.13|OTTHUMG00000020701.2|-|LRSAM1-201|LRSAM1|3146|protein_coding|	3146	2908.82	692.457	4.61005	ENSG00000148356.13	LRSAM1-201
LRTM1	ENST00000273286.5|ENSG00000144771.7|OTTHUMG00000158578.1|OTTHUMT00000351399.1|LRTM1-201|LRTM1|1423|protein_coding|	1423	1185.82	2.08543	0.034057	ENSG00000144771.7	LRTM1-201
LRTM2	ENST00000543818.5|ENSG00000166159.10|OTTHUMG00000168088.3|-|LRTM2-208|LRTM2|3986|protein_coding|	3986	3748.82	0.0	0.0	ENSG00000166159.10	LRTM2-208
LRTOMT	ENST00000542846.5|ENSG00000184154.14|OTTHUMG00000154887.13|OTTHUMT00000396604.2|LRTOMT-217|LRTOMT|527|protein_coding|	527	289.833	14.8484	0.992109	ENSG00000184154.14	LRTOMT-217
LRWD1	ENST00000292616.9|ENSG00000161036.12|OTTHUMG00000157718.16|OTTHUMT00000349493.1|LRWD1-201|LRWD1|2215|protein_coding|	2215	1977.82	1492.72	14.6158	ENSG00000161036.12	LRWD1-201
LSAMP	ENST00000490035.6|ENSG00000185565.11|OTTHUMG00000159308.6|OTTHUMT00000354495.4|LSAMP-205|LSAMP|9446|protein_coding|	9446	9208.82	149.929	0.315292	ENSG00000185565.11	LSAMP-205
LSG1	ENST00000265245.9|ENSG00000041802.10|OTTHUMG00000156021.2|OTTHUMT00000342740.1|LSG1-201|LSG1|3572|protein_coding|	3572	3334.82	1269.38	7.37135	ENSG00000041802.10	LSG1-201
LSM1	ENST00000311351.8|ENSG00000175324.9|OTTHUMG00000164051.1|OTTHUMT00000376965.1|LSM1-201|LSM1|1147|protein_coding|	1147	909.817	393.09	8.36696	ENSG00000175324.9	LSM1-201
LSM10	ENST00000315732.2|ENSG00000181817.5|OTTHUMG00000008140.1|OTTHUMT00000022294.1|LSM10-201|LSM10|850|protein_coding|	850	612.817	548.174	17.3228	ENSG00000181817.5	LSM10-201
LSM11	ENST00000286307.5|ENSG00000155858.5|OTTHUMG00000130255.2|OTTHUMT00000252580.2|LSM11-201|LSM11|6584|protein_coding|	6584	6346.82	650.897	1.98603	ENSG00000155858.5	LSM11-201
LSM12	ENST00000293406.7|ENSG00000161654.9|OTTHUMG00000181804.1|-|LSM12-201|LSM12|2308|protein_coding|	2308	2070.82	2176.07	20.3498	ENSG00000161654.9	LSM12-201
LSM14A	ENST00000433627.9|ENSG00000257103.8|OTTHUMG00000180491.7|OTTHUMT00000451576.3|LSM14A-201|LSM14A|3424|protein_coding|	3424	3186.82	1856.08	11.279	ENSG00000257103.8	LSM14A-201
LSM14B	ENST00000279068.10|ENSG00000149657.19|OTTHUMG00000032901.7|OTTHUMT00000079996.4|LSM14B-201|LSM14B|2548|protein_coding|	2548	2310.82	1133.46	9.49887	ENSG00000149657.19	LSM14B-201
LSM2	ENST00000375661.5|ENSG00000204392.10|OTTHUMG00000031121.2|OTTHUMT00000076205.2|LSM2-208|LSM2|876|protein_coding|	876	638.817	1125.16	34.1089	ENSG00000204392.10	LSM2-208
LSM3	ENST00000306024.3|ENSG00000170860.3|OTTHUMG00000129838.4|OTTHUMT00000252078.3|LSM3-201|LSM3|3815|protein_coding|	3815	3577.82	1188.51	6.43303	ENSG00000170860.3	LSM3-201
LSM4	ENST00000252816.10|ENSG00000130520.10|OTTHUMG00000183357.11|OTTHUMT00000466322.5|LSM4-201|LSM4|986|protein_coding|	986	748.817	2561.39	66.2414	ENSG00000130520.10	LSM4-201
LSM5	ENST00000409782.5|ENSG00000106355.9|OTTHUMG00000022913.4|OTTHUMT00000328500.1|LSM5-203|LSM5|649|protein_coding|	649	411.817	490.284	23.0554	ENSG00000106355.9	LSM5-203
LSM6	ENST00000649747.1|ENSG00000164167.11|OTTHUMG00000161440.4|OTTHUMT00000498341.1|LSM6-208|LSM6|454|protein_coding|	454	217.266	316.654	28.2242	ENSG00000164167.11	LSM6-208
LSM7	ENST00000587502.2|ENSG00000130332.14|OTTHUMG00000180441.4|OTTHUMT00000451373.2|LSM7-204|LSM7|575|protein_coding|	575	337.818	1292.16	74.0733	ENSG00000130332.14	LSM7-204
LSM8	ENST00000249299.6|ENSG00000128534.7|OTTHUMG00000156956.4|OTTHUMT00000346774.2|LSM8-201|LSM8|1305|protein_coding|	1305	1067.82	404.587	7.33743	ENSG00000128534.7	LSM8-201
LSMEM1	ENST00000312849.4|ENSG00000181016.9|OTTHUMG00000155190.2|OTTHUMT00000338716.2|LSMEM1-201|LSMEM1|1870|protein_coding|	1870	1632.82	16.0	0.189763	ENSG00000181016.9	LSMEM1-201
LSMEM2	ENST00000316436.3|ENSG00000179564.3|OTTHUMG00000156938.1|OTTHUMT00000346671.1|LSMEM2-201|LSMEM2|1494|protein_coding|	1494	1256.82	1.0	0.0154084	ENSG00000179564.3	LSMEM2-201
LSP1	ENST00000311604.7|ENSG00000130592.15|OTTHUMG00000012252.24|OTTHUMT00000034045.3|LSP1-201|LSP1|1699|protein_coding|	1699	1461.82	12711.8	168.4	ENSG00000130592.15	LSP1-201
LSR	ENST00000354900.7|ENSG00000105699.16|OTTHUMG00000183142.6|OTTHUMT00000470184.1|LSR-202|LSR|2105|protein_coding|	2105	1867.82	974.599	10.1046	ENSG00000105699.16	LSR-202
LSS	ENST00000457828.6|ENSG00000160285.14|OTTHUMG00000090633.9|-|LSS-205|LSS|4390|protein_coding|	4390	4152.82	3800.88	17.7243	ENSG00000160285.14	LSS-205
LST1	ENST00000376090.6|ENSG00000204482.10|OTTHUMG00000031264.7|OTTHUMT00000076573.1|LST1-206|LST1|689|protein_coding|	689	451.817	39.3346	1.68594	ENSG00000204482.10	LST1-206
LTA	ENST00000418386.2|ENSG00000226979.8|OTTHUMG00000031135.2|OTTHUMT00000076237.2|LTA-213|LTA|1422|protein_coding|	1422	1184.82	1363.4	22.2844	ENSG00000226979.8	LTA-213
LTA4H	ENST00000228740.6|ENSG00000111144.9|OTTHUMG00000170355.1|OTTHUMT00000408655.1|LTA4H-201|LTA4H|2139|protein_coding|	2139	1901.82	1515.94	15.4363	ENSG00000111144.9	LTA4H-201
LTB	ENST00000446745.2|ENSG00000227507.2|OTTHUMG00000031136.5|OTTHUMT00000076240.4|LTB-211|LTB|853|protein_coding|	853	615.817	270.011	8.49102	ENSG00000227507.2	LTB-211
LTB4R	ENST00000396789.4|ENSG00000213903.8|OTTHUMG00000029346.6|OTTHUMT00000073198.4|LTB4R-203|LTB4R|4110|protein_coding|	4110	3872.82	230.16	1.15088	ENSG00000213903.8	LTB4R-203
LTB4R2	ENST00000528054.1|ENSG00000213906.9|OTTHUMG00000186500.3|OTTHUMT00000073194.4|LTB4R2-202|LTB4R2|3092|protein_coding|	3092	2854.82	236.44	1.60388	ENSG00000213906.9	LTB4R2-202
LTBP1	ENST00000404816.6|ENSG00000049323.15|OTTHUMG00000152118.14|OTTHUMT00000326227.2|LTBP1-203|LTBP1|6333|protein_coding|	6333	6095.82	19.052	0.0605254	ENSG00000049323.15	LTBP1-203
LTBP2	ENST00000261978.8|ENSG00000119681.11|OTTHUMG00000171476.3|OTTHUMT00000413595.1|LTBP2-201|LTBP2|8567|protein_coding|	8567	8329.82	7.91432	0.0183995	ENSG00000119681.11	LTBP2-201
LTBP3	ENST00000532661.5|ENSG00000168056.15|OTTHUMG00000166575.6|OTTHUMT00000390572.2|LTBP3-220|LTBP3|748|protein_coding|	748	510.817	27.0329	1.02484	ENSG00000168056.15	LTBP3-220
LTBP4	ENST00000599225.1|ENSG00000090006.17|OTTHUMG00000182635.12|OTTHUMT00000463088.3|LTBP4-225|LTBP4|281|protein_coding|	281	78.7474	14.1498	3.4797	ENSG00000090006.17	LTBP4-225
LTBR	ENST00000228918.8|ENSG00000111321.10|OTTHUMG00000168356.3|OTTHUMT00000399422.1|LTBR-201|LTBR|2260|protein_coding|	2260	2022.82	2.2638	0.0216726	ENSG00000111321.10	LTBR-201
LTC4S	ENST00000292596.14|ENSG00000213316.9|OTTHUMG00000150314.5|OTTHUMT00000317536.2|LTC4S-201|LTC4S|666|protein_coding|	666	428.817	10.888	0.491708	ENSG00000213316.9	LTC4S-201
LTF	ENST00000431944.1|ENSG00000012223.12|OTTHUMG00000156325.17|OTTHUMT00000343955.2|LTF-204|LTF|584|protein_coding|	584	346.817	1.0	0.0558378	ENSG00000012223.12	LTF-204
LTK	ENST00000355166.9|ENSG00000062524.15|OTTHUMG00000130339.2|OTTHUMT00000252691.1|LTK-202|LTK|2940|protein_coding|	2940	2702.82	18.5818	0.133137	ENSG00000062524.15	LTK-202
LTN1	ENST00000389194.6|ENSG00000198862.13|OTTHUMG00000078803.4|OTTHUMT00000171851.2|LTN1-202|LTN1|7749|protein_coding|	7749	7511.82	732.778	1.88911	ENSG00000198862.13	LTN1-202
LTO1	ENST00000279147.8|ENSG00000149716.12|OTTHUMG00000167885.6|OTTHUMT00000396817.3|LTO1-201|LTO1|2478|protein_coding|	2478	2240.82	192.508	1.66368	ENSG00000149716.12	LTO1-201
LTV1	ENST00000367576.5|ENSG00000135521.8|OTTHUMG00000015733.1|OTTHUMT00000042532.1|LTV1-201|LTV1|1847|protein_coding|	1847	1609.82	901.107	10.84	ENSG00000135521.8	LTV1-201
LUC7L	ENST00000430864.5|ENSG00000007392.16|OTTHUMG00000060730.12|OTTHUMT00000134251.6|LUC7L-210|LUC7L|695|protein_coding|	695	457.817	56.9057	2.4071	ENSG00000007392.16	LUC7L-210
LUC7L2	ENST00000619796.4|ENSG00000146963.17|OTTHUMG00000185163.2|-|LUC7L2-210|LUC7L2|2783|protein_coding|	2783	2545.82	1204.6	9.16318	ENSG00000146963.17	LUC7L2-210
LUC7L3	ENST00000625349.2|ENSG00000108848.15|OTTHUMG00000162257.12|-|LUC7L3-223|LUC7L3|408|protein_coding|	408	173.05	147.278	16.4815	ENSG00000108848.15	LUC7L3-223
LUM	ENST00000266718.4|ENSG00000139329.4|OTTHUMG00000170074.2|OTTHUMT00000407150.2|LUM-201|LUM|3008|protein_coding|	3008	2770.82	3.49968	0.0244596	ENSG00000139329.4	LUM-201
LURAP1	ENST00000371980.3|ENSG00000171357.5|OTTHUMG00000007605.1|OTTHUMT00000020154.1|LURAP1-201|LURAP1|1854|protein_coding|	1854	1616.82	16.1641	0.193606	ENSG00000171357.5	LURAP1-201
LURAP1L	ENST00000319264.3|ENSG00000153714.5|OTTHUMG00000019557.1|OTTHUMT00000051730.1|LURAP1L-201|LURAP1L|1753|protein_coding|	1753	1515.82	16.9413	0.216436	ENSG00000153714.5	LURAP1L-201
LUZP1	ENST00000418342.5|ENSG00000169641.13|OTTHUMG00000003227.5|-|LUZP1-203|LUZP1|8421|protein_coding|	8421	8183.82	2061.26	4.87759	ENSG00000169641.13	LUZP1-203
LUZP2	ENST00000620308.1|ENSG00000187398.11|OTTHUMG00000166109.3|-|LUZP2-208|LUZP2|4981|protein_coding|	4981	4743.82	8.03723	0.0328101	ENSG00000187398.11	LUZP2-208
LUZP4	ENST00000371921.5|ENSG00000102021.10|OTTHUMG00000022234.2|OTTHUMT00000057973.2|LUZP4-202|LUZP4|1606|protein_coding|	1606	1368.82	0.0	0.0	ENSG00000102021.10	LUZP4-202
LUZP6	ENST00000589735.1|ENSG00000267697.1|OTTHUMG00000180445.2|OTTHUMT00000451390.2|LUZP6-201|LUZP6|177|protein_coding|	177	42.2148	0.0	0.0	ENSG00000267697.1	LUZP6-201
LVRN	ENST00000395528.6|ENSG00000172901.19|OTTHUMG00000128890.4|-|LVRN-202|LVRN|4544|protein_coding|	4544	4306.82	0.0	0.0	ENSG00000172901.19	LVRN-202
LXN	ENST00000264265.3|ENSG00000079257.7|OTTHUMG00000158807.1|OTTHUMT00000352284.1|LXN-201|LXN|1116|protein_coding|	1116	878.817	154.469	3.40386	ENSG00000079257.7	LXN-201
LY6D	ENST00000301263.4|ENSG00000167656.4|OTTHUMG00000164693.1|OTTHUMT00000379774.1|LY6D-201|LY6D|804|protein_coding|	804	566.817	0.0	0.0	ENSG00000167656.4	LY6D-201
LY6E	ENST00000292494.10|ENSG00000160932.10|OTTHUMG00000164754.6|OTTHUMT00000380069.4|LY6E-201|LY6E|1181|protein_coding|	1181	943.817	1788.44	36.6959	ENSG00000160932.10	LY6E-201
LY6G5B	ENST00000409525.1|ENSG00000240053.8|OTTHUMG00000031227.9|OTTHUMT00000076470.3|LY6G5B-208|LY6G5B|1505|protein_coding|	1505	1267.82	113.317	1.73089	ENSG00000240053.8	LY6G5B-208
LY6G5C	ENST00000375863.7|ENSG00000204428.12|OTTHUMG00000031228.9|OTTHUMT00000076472.7|LY6G5C-209|LY6G5C|950|protein_coding|	950	712.817	0.0	0.0	ENSG00000204428.12	LY6G5C-209
LY6G6C	ENST00000495859.1|ENSG00000204421.2|OTTHUMG00000031251.3|OTTHUMT00000268009.2|LY6G6C-202|LY6G6C|937|protein_coding|	937	699.817	0.0	0.0	ENSG00000204421.2	LY6G6C-202
LY6G6D	ENST00000375825.7|ENSG00000244355.7|OTTHUMG00000137370.5|OTTHUMT00000144875.3|LY6G6D-223|LY6G6D|402|protein_coding|	402	167.497	0.0	0.0	ENSG00000244355.7	LY6G6D-223
LY6G6E	ENST00000409239.5|ENSG00000255552.7|OTTHUMG00000166419.1|OTTHUMT00000328321.1|LY6G6E-227|LY6G6E|776|protein_coding|	776	538.817	1.03755	0.0372903	ENSG00000255552.7	LY6G6E-227
LY6G6F	ENST00000375832.4|ENSG00000204424.9|OTTHUMG00000031252.5|OTTHUMT00000076532.2|LY6G6F-201|LY6G6F|920|protein_coding|	920	682.817	0.0	0.0	ENSG00000204424.9	LY6G6F-201
LY6G6F-LY6G6D	ENST00000503322.1|ENSG00000250641.1|OTTHUMG00000162247.1|OTTHUMT00000368113.1|LY6G6F-LY6G6D-201|LY6G6F-LY6G6D|1266|protein_coding|	1266	1028.82	0.0	0.0	ENSG00000250641.1	LY6G6F-LY6G6D-201
LY6H	ENST00000430474.6|ENSG00000176956.12|OTTHUMG00000154890.2|OTTHUMT00000337535.1|LY6H-203|LY6H|925|protein_coding|	925	687.817	0.0	0.0	ENSG00000176956.12	LY6H-203
LY6K	ENST00000522591.1|ENSG00000160886.13|OTTHUMG00000164720.3|OTTHUMT00000379894.2|LY6K-205|LY6K|2724|protein_coding|	2724	2486.82	7.07331	0.0550818	ENSG00000160886.13	LY6K-205
LY6L	ENST00000562505.1|ENSG00000261667.1|OTTHUMG00000173037.1|OTTHUMT00000421840.1|LY6L-201|LY6L|988|protein_coding|	988	750.817	0.0	0.0	ENSG00000261667.1	LY6L-201
LY75	ENST00000263636.4|ENSG00000054219.10|OTTHUMG00000132025.3|OTTHUMT00000255035.1|LY75-201|LY75|6886|protein_coding|	6886	6648.82	4090.04	11.9128	ENSG00000054219.10	LY75-201
LY75-CD302	ENST00000504764.5|ENSG00000248672.5|OTTHUMG00000161661.2|OTTHUMT00000365654.2|LY75-CD302-201|LY75-CD302|5650|protein_coding|	5650	5412.82	545.087	1.95016	ENSG00000248672.5	LY75-CD302-201
LY86	ENST00000379953.6|ENSG00000112799.8|OTTHUMG00000014190.2|OTTHUMT00000039762.2|LY86-202|LY86|1197|protein_coding|	1197	959.817	1372.03	27.6825	ENSG00000112799.8	LY86-202
LY9	ENST00000368039.2|ENSG00000122224.17|OTTHUMG00000024007.6|OTTHUMT00000060461.1|LY9-204|LY9|1364|protein_coding|	1364	1126.82	106.653	1.83294	ENSG00000122224.17	LY9-204
LY96	ENST00000284818.6|ENSG00000154589.6|OTTHUMG00000164504.2|OTTHUMT00000379032.2|LY96-201|LY96|607|protein_coding|	607	369.817	44.1473	2.31178	ENSG00000154589.6	LY96-201
LYAR	ENST00000343470.8|ENSG00000145220.13|OTTHUMG00000125477.19|OTTHUMT00000246800.3|LYAR-201|LYAR|1569|protein_coding|	1569	1331.82	456.405	6.63643	ENSG00000145220.13	LYAR-201
LYG1	ENST00000308528.8|ENSG00000144214.9|OTTHUMG00000130639.2|OTTHUMT00000253127.1|LYG1-201|LYG1|990|protein_coding|	990	752.817	3.0	0.0771723	ENSG00000144214.9	LYG1-201
LYG2	ENST00000409238.5|ENSG00000185674.9|OTTHUMG00000130643.3|OTTHUMT00000330307.1|LYG2-202|LYG2|778|protein_coding|	778	540.817	0.0	0.0	ENSG00000185674.9	LYG2-202
LYL1	ENST00000264824.4|ENSG00000104903.4|OTTHUMG00000180736.2|OTTHUMT00000452827.1|LYL1-201|LYL1|1490|protein_coding|	1490	1252.82	506.689	7.83218	ENSG00000104903.4	LYL1-201
LYN	ENST00000519728.5|ENSG00000254087.7|OTTHUMG00000044345.5|OTTHUMT00000378155.1|LYN-202|LYN|2297|protein_coding|	2297	2059.82	2991.7	28.1267	ENSG00000254087.7	LYN-202
LYNX1	ENST00000620006.4|ENSG00000180155.19|OTTHUMG00000191912.2|OTTHUMT00000379888.2|LYNX1-205|LYNX1|868|protein_coding|	868	630.817	2.83573	0.0870543	ENSG00000180155.19	LYNX1-205
LYNX1-SLURP2	ENST00000523332.5|ENSG00000284505.1|OTTHUMG00000191911.1|OTTHUMT00000379891.1|LYNX1-SLURP2-201|LYNX1-SLURP2|600|protein_coding|	600	362.817	0.0	0.0	ENSG00000284505.1	LYNX1-SLURP2-201
LYPD1	ENST00000397463.2|ENSG00000150551.10|OTTHUMG00000153609.2|OTTHUMT00000331821.1|LYPD1-202|LYPD1|1891|protein_coding|	1891	1653.82	1.0	0.0117096	ENSG00000150551.10	LYPD1-202
LYPD2	ENST00000359228.3|ENSG00000197353.3|OTTHUMG00000164686.1|OTTHUMT00000379742.1|LYPD2-201|LYPD2|594|protein_coding|	594	356.817	0.0	0.0	ENSG00000197353.3	LYPD2-201
LYPD3	ENST00000244333.3|ENSG00000124466.8|OTTHUMG00000182696.2|OTTHUMT00000463177.1|LYPD3-201|LYPD3|1694|protein_coding|	1694	1456.82	0.0	0.0	ENSG00000124466.8	LYPD3-201
LYPD4	ENST00000609812.5|ENSG00000273111.5|OTTHUMG00000182674.4|OTTHUMT00000463039.3|LYPD4-203|LYPD4|2026|protein_coding|	2026	1788.82	2.02253	0.0218957	ENSG00000273111.5	LYPD4-203
LYPD5	ENST00000377950.7|ENSG00000159871.14|OTTHUMG00000182781.3|OTTHUMT00000463611.1|LYPD5-201|LYPD5|2499|protein_coding|	2499	2261.82	18.7443	0.160488	ENSG00000159871.14	LYPD5-201
LYPD6	ENST00000409381.5|ENSG00000187123.14|OTTHUMG00000131852.6|OTTHUMT00000332304.1|LYPD6-203|LYPD6|3578|protein_coding|	3578	3340.82	0.0	0.0	ENSG00000187123.14	LYPD6-203
LYPD6B	ENST00000409642.7|ENSG00000150556.16|OTTHUMG00000153743.3|OTTHUMT00000332297.1|LYPD6B-203|LYPD6B|1577|protein_coding|	1577	1339.82	27.315	0.394807	ENSG00000150556.16	LYPD6B-203
LYPD8	ENST00000590317.3|ENSG00000259823.5|OTTHUMG00000174833.4|OTTHUMT00000430465.2|LYPD8-202|LYPD8|1142|protein_coding|	1142	904.817	0.0	0.0	ENSG00000259823.5	LYPD8-202
LYPLA1	ENST00000316963.7|ENSG00000120992.17|OTTHUMG00000164313.5|OTTHUMT00000378238.2|LYPLA1-201|LYPLA1|2585|protein_coding|	2585	2347.82	1998.3	16.4826	ENSG00000120992.17	LYPLA1-201
