Chromosome	Start	End	Name	Score	Cell	K562
chr8	124491330	124492028	NR2F6	679	HepG2,K562	True
chr8	124538762	124539497	NR2F6	798	HepG2,K562	True
chr8	124627330	124627780	NR2F6	278	K562	True
chr8	124629654	124630104	NR2F6	391	K562	True
chr8	124635339	124635789	NR2F6	448	K562	True
chr8	124636594	124636987	NR2F6	1000	K562	True
chr8	124651197	124651647	NR2F6	562	K562	True
chr8	124660284	124660734	NR2F6	331	K562	True
chr8	124684494	124685143	NR2F6	468	K562	True
chr8	124695240	124695690	NR2F6	191	K562	True
chr8	124715387	124715849	NR2F6	294	HepG2,K562	True
chr8	124720463	124721110	NR2F6	1000	HepG2,K562	True
chr8	124722890	124723340	NR2F6	921	HepG2,K562	True
chr8	124823373	124823823	NR2F6	298	K562	True
chr8	124830635	124831085	NR2F6	665	K562	True
chr8	124847536	124848191	NR2F6	641	K562	True
chr8	124921289	124921739	NR2F6	432	HepG2,K562	True
chr8	124954506	124954956	NR2F6	244	K562	True
chr8	124956080	124956426	NR2F6	1000	K562	True
chr8	124968256	124968459	NR2F6	844	K562	True
chr8	124970262	124970712	NR2F6	361	K562	True
chr8	124974109	124974559	NR2F6	404	K562	True
chr8	125163327	125163677	NR2F6	1000	K562	True
chr8	125181237	125181687	NR2F6	162	K562	True
chr8	125191764	125192214	NR2F6	335	K562	True
chr8	125284311	125284761	NR2F6	402	K562	True
chr8	125307091	125307541	NR2F6	231	K562	True
chr8	125312737	125313010	NR2F6	874	K562	True
chr8	125333954	125334561	NR2F6	1000	K562	True
chr8	125335617	125336067	NR2F6	349	K562	True
chr8	125337914	125338367	NR2F6	387	HepG2,K562	True
chr8	125446948	125447398	NR2F6	317	K562	True
chr8	125531115	125531565	NR2F6	375	K562	True
chr8	125593953	125594403	NR2F6	380	K562	True
chr8	125721675	125722125	NR2F6	303	K562	True
chr8	125922909	125923359	NR2F6	294	K562	True
chr8	125923894	125924344	NR2F6	299	K562	True
chr8	125942068	125942518	NR2F6	290	K562	True
chr8	125986742	125987192	NR2F6	440	K562	True
chr8	126003236	126003686	NR2F6	287	K562	True
chr8	126322883	126323099	NR2F6	967	K562	True
chr8	127618500	127618666	NR2F6	797	K562	True
chr8	127733852	127734504	NR2F6	384	HepG2,K562	True
chr8	127741524	127742268	NR2F6	559	HepG2,K562	True
chr8	127800801	127800924	NR2F6	853	K562	True
chr8	127863949	127864600	NR2F6	520	HepG2,K562	True
chr8	127895784	127896234	NR2F6	262	K562	True
chr8	127898703	127899153	NR2F6	723	K562	True
chr8	127911697	127911994	NR2F6	1000	K562	True
chr8	127917371	127917821	NR2F6	282	K562	True
chr8	127946661	127947111	NR2F6	213	K562	True
chr8	127960416	127960652	NR2F6	1000	K562	True
chr8	127975978	127976428	NR2F6	334	K562	True
chr8	128033844	128034319	NR2F6	263	HepG2,K562	True
chr8	128048376	128048826	NR2F6	419	K562	True
chr8	128062868	128063365	NR2F6	716	K562	True
chr8	128064195	128064645	NR2F6	482	K562	True
chr8	128077017	128077216	NR2F6	786	K562	True
chr8	128149984	128150434	NR2F6	602	K562	True
chr8	128167431	128167922	NR2F6	1000	HepG2,K562	True
chr8	128177004	128177787	NR2F6	861	HepG2,K562	True
chr8	128301176	128301626	NR2F6	326	K562	True
chr8	128428113	128428771	NR2F6	270	K562	True
chr8	129053049	129053499	NR2F6	396	K562	True
chr8	129439965	129440617	NR2F6	592	K562	True
chr8	129446549	129446999	NR2F6	379	K562	True
chr8	129477465	129477915	NR2F6	674	K562	True
chr8	129557772	129558134	NR2F6	1000	K562	True
chr8	129568847	129569297	NR2F6	216	K562	True
chr8	129574618	129575068	NR2F6	282	K562	True
chr8	129577705	129578155	NR2F6	123	K562	True
chr8	129582131	129582581	NR2F6	925	K562	True
chr8	129583054	129583392	NR2F6	1000	K562	True
chr8	129665758	129666208	NR2F6	328	K562	True
chr8	129692749	129693199	NR2F6	402	K562	True
chr8	129710461	129710911	NR2F6	261	K562	True
chr8	129820016	129820504	NR2F6	525	HepG2,K562	True
chr8	129971588	129972038	NR2F6	167	K562	True
chr8	129999859	130000309	NR2F6	170	K562	True
chr8	130019445	130019895	NR2F6	222	K562	True
chr8	130194640	130195090	NR2F6	237	K562	True
chr8	130302397	130302903	NR2F6	365	HepG2,K562	True
chr8	130343046	130343496	NR2F6	383	K562	True
chr8	130448246	130448686	NR2F6	681	HepG2,K562	True
chr8	130503117	130503567	NR2F6	183	K562	True
chr8	130528273	130528723	NR2F6	297	K562	True
chr8	130641631	130642084	NR2F6	785	HepG2,K562	True
chr8	130662427	130662877	NR2F6	271	K562	True
chr8	132772313	132772763	NR2F6	470	K562	True
chr8	132792499	132792949	NR2F6	672	K562	True
chr8	133216400	133216866	NR2F6	1000	HepG2,K562	True
chr8	133500722	133501172	NR2F6	219	HepG2,K562	True
chr8	133540074	133540514	NR2F6	1000	HepG2,K562	True
chr8	133769096	133769546	NR2F6	484	K562	True
chr8	134478495	134478945	NR2F6	357	K562	True
chr8	134712102	134712864	NR2F6	229	K562	True
chr8	134720062	134720450	NR2F6	1000	K562	True
chr8	134830931	134831123	NR2F6	930	K562	True
chr8	138857779	138858229	NR2F6	458	K562	True
chr8	138876957	138877407	NR2F6	223	K562	True
chr8	140302664	140303114	NR2F6	217	K562	True
chr8	140341833	140342072	NR2F6	1000	K562	True
chr8	140467138	140467588	NR2F6	168	K562	True
chr8	140618823	140619273	NR2F6	285	K562	True
chr8	140626123	140626585	NR2F6	1000	HepG2,K562	True
chr8	140630471	140630921	NR2F6	388	K562	True
chr8	140656817	140657257	NR2F6	590	HepG2,K562	True
chr8	140693500	140693950	NR2F6	353	K562	True
chr8	140799081	140799531	NR2F6	784	HepG2,K562	True
chr8	140944107	140944557	NR2F6	509	K562	True
chr8	141002121	141002571	NR2F6	403	K562	True
chr8	141035982	141036432	NR2F6	416	K562	True
chr8	141107986	141108520	NR2F6	381	HepG2,K562	True
chr8	141160876	141161316	NR2F6	1000	HepG2,K562	True
chr8	141227071	141227521	NR2F6	266	K562	True
chr8	141228460	141228866	NR2F6	1000	HepG2,K562	True
chr8	141265367	141265817	NR2F6	322	K562	True
chr8	141280364	141280814	NR2F6	364	K562	True
chr8	141289290	141289740	NR2F6	385	K562	True
chr8	141290069	141290629	NR2F6	377	HepG2,K562	True
chr8	141319013	141319700	NR2F6	299	HepG2,K562	True
chr8	141325697	141326147	NR2F6	379	K562	True
chr8	141329407	141329857	NR2F6	220	K562	True
chr8	141340317	141340767	NR2F6	489	K562	True
chr8	141369282	141369779	NR2F6	642	HepG2,K562	True
chr8	141402325	141402800	NR2F6	300	HepG2,K562	True
chr8	141454482	141454932	NR2F6	691	K562	True
chr8	141601056	141601524	NR2F6	338	HepG2,K562	True
chr8	142585980	142586430	NR2F6	281	K562	True
chr8	143038892	143039342	NR2F6	258	HepG2,K562	True
chr8	143154943	143155604	NR2F6	242	K562	True
chr8	143218973	143219155	NR2F6	454	K562	True
chr8	143247592	143248042	NR2F6	204	K562	True
chr8	143269848	143270298	NR2F6	264	K562	True
chr8	143278430	143278880	NR2F6	220	K562	True
chr8	143281478	143281959	NR2F6	340	HepG2,K562	True
chr8	143544552	143545002	NR2F6	445	K562	True
chr8	143548174	143548624	NR2F6	352	K562	True
chr8	143553459	143554123	NR2F6	1000	HepG2,K562	True
chr8	143721227	143721733	NR2F6	212	HepG2,K562	True
chr8	143732675	143733321	NR2F6	1000	HepG2,K562	True
chr8	143733974	143734197	NR2F6	856	HepG2,K562	True
chr8	143899357	143899996	NR2F6	469	HepG2,K562	True
chr8	143937627	143938081	NR2F6	444	HepG2,K562	True
chr8	143940257	143940914	NR2F6	525	HepG2,K562	True
chr8	143952397	143952847	NR2F6	351	K562	True
chr8	143956378	143957021	NR2F6	445	HepG2,K562	True
chr8	143974822	143975272	NR2F6	221	K562	True
chr8	143990848	143991330	NR2F6	437	HepG2,K562	True
chr8	144078355	144078795	NR2F6	685	HepG2,K562	True
chr8	144292414	144292864	NR2F6	218	K562	True
chr8	144325112	144325752	NR2F6	607	HepG2,K562	True
chr8	144359016	144359466	NR2F6	512	K562	True
chr8	144374850	144375300	NR2F6	439	K562	True
chr8	144389142	144389592	NR2F6	1000	HepG2,K562	True
chr8	144401906	144402356	NR2F6	328	K562	True
chr8	144409834	144410305	NR2F6	339	HepG2,K562	True
chr8	144473444	144473894	NR2F6	373	K562	True
chr8	144508120	144508807	NR2F6	952	HepG2,K562	True
chr8	144684272	144684723	NR2F6	640	HepG2,K562	True
chr8	144770450	144770900	NR2F6	314	K562	True
chr8	144798372	144798822	NR2F6	309	K562	True
chr8	144966770	144967210	NR2F6	473	HepG2,K562	True
chr8	144981244	144981417	NR2F6	634	K562	True
chr8	145004775	145005225	NR2F6	282	K562	True
chr8	145008051	145008501	NR2F6	270	K562	True
chr9	222389	222839	NR2F6	547	K562	True
chr9	251395	251845	NR2F6	412	K562	True
chr9	254388	254838	NR2F6	245	K562	True
chr9	268478	268928	NR2F6	269	K562	True
chr9	306982	307263	NR2F6	1000	HepG2,K562	True
chr9	312655	313105	NR2F6	285	K562	True
chr9	357526	357976	NR2F6	287	K562	True
chr9	495684	496134	NR2F6	1000	HepG2,K562	True
chr9	2570659	2571109	NR2F6	755	K562	True
chr9	3197488	3197938	NR2F6	316	K562	True
chr9	3343665	3344115	NR2F6	1000	HepG2,K562	True
chr9	3475261	3475711	NR2F6	387	K562	True
chr9	3509878	3510328	NR2F6	431	K562	True
chr9	3511442	3511892	NR2F6	274	K562	True
chr9	4762748	4763188	NR2F6	986	HepG2,K562	True
chr9	4798264	4798913	NR2F6	667	K562	True
chr9	4799785	4800187	NR2F6	1000	K562	True
chr9	4828607	4829057	NR2F6	205	K562	True
chr9	4852437	4852887	NR2F6	257	K562	True
chr9	4853922	4854372	NR2F6	511	K562	True
chr9	4862828	4863198	NR2F6	1000	K562	True
chr9	5191889	5192339	NR2F6	192	K562	True
chr9	5450181	5450631	NR2F6	269	K562	True
chr9	5665334	5665784	NR2F6	271	K562	True
chr9	5844678	5845128	NR2F6	231	K562	True
chr9	5849915	5850248	NR2F6	1000	K562	True
chr9	5851371	5851821	NR2F6	368	K562	True
chr9	5947818	5948482	NR2F6	220	K562	True
chr9	5949020	5949470	NR2F6	512	K562	True
chr9	6683336	6683786	NR2F6	544	K562	True
chr9	6896474	6897036	NR2F6	281	HepG2,K562	True
chr9	7067071	7067417	NR2F6	1000	K562	True
chr9	13283039	13283489	NR2F6	234	K562	True
chr9	14318448	14319087	NR2F6	194	HepG2,K562	True
chr9	14320224	14320674	NR2F6	424	K562	True
chr9	14358628	14358817	NR2F6	812	K562	True
chr9	14415952	14416402	NR2F6	336	K562	True
chr9	14495034	14495484	NR2F6	253	K562	True
chr9	14522733	14522925	NR2F6	783	K562	True
chr9	14526000	14526115	NR2F6	832	K562	True
chr9	14528678	14529128	NR2F6	289	K562	True
chr9	14779551	14780001	NR2F6	224	K562	True
chr9	14961300	14962024	NR2F6	380	HepG2,K562	True
chr9	15426163	15426708	NR2F6	806	K562	True
chr9	19154027	19154467	NR2F6	1000	HepG2,K562	True
chr9	19161705	19162003	NR2F6	1000	HepG2,K562	True
chr9	19411295	19411745	NR2F6	306	K562	True
chr9	19901502	19901952	NR2F6	316	K562	True
chr9	20692534	20692984	NR2F6	1000	HepG2,K562	True
chr9	27457491	27457941	NR2F6	373	K562	True
chr9	27462385	27463043	NR2F6	575	K562	True
chr9	32554012	32554462	NR2F6	269	K562	True
chr9	32884448	32884898	NR2F6	480	K562	True
chr9	32903983	32904433	NR2F6	447	K562	True
chr9	33159159	33159599	NR2F6	612	HepG2,K562	True
chr9	33165592	33166108	NR2F6	1000	HepG2,K562	True
chr9	33168076	33168526	NR2F6	519	K562	True
chr9	33239877	33240327	NR2F6	648	K562	True
chr9	33272018	33272468	NR2F6	324	K562	True
chr9	33426869	33427319	NR2F6	360	K562	True
chr9	33816327	33816815	NR2F6	481	HepG2,K562	True
chr9	34150292	34150504	NR2F6	905	K562	True
chr9	34155557	34156013	NR2F6	339	HepG2,K562	True
chr9	34178628	34179104	NR2F6	399	HepG2,K562	True
chr9	34179646	34180422	NR2F6	508	HepG2,K562	True
chr9	34253598	34254198	NR2F6	283	HepG2,K562	True
chr9	34606134	34606584	NR2F6	221	K562	True
chr9	34651960	34652410	NR2F6	551	HepG2,K562	True
chr9	34988970	34989410	NR2F6	708	HepG2,K562	True
chr9	34995715	34996165	NR2F6	313	K562	True
chr9	34997328	34997778	NR2F6	605	K562	True
chr9	35000695	35001393	NR2F6	218	K562	True
chr9	35004237	35004687	NR2F6	260	K562	True
chr9	35026092	35026542	NR2F6	299	K562	True
chr9	35026732	35027182	NR2F6	227	K562	True
chr9	35041985	35042435	NR2F6	279	HepG2,K562	True
chr9	35102853	35103303	NR2F6	1000	HepG2,K562	True
chr9	35109261	35109517	NR2F6	1000	K562	True
chr9	35491456	35491906	NR2F6	264	K562	True
chr9	35492124	35492574	NR2F6	334	K562	True
chr9	35685580	35686020	NR2F6	649	HepG2,K562	True
chr9	35728437	35728887	NR2F6	590	K562	True
chr9	35729691	35730429	NR2F6	516	HepG2,K562	True
chr9	35731412	35731762	NR2F6	1000	HepG2,K562	True
chr9	35749513	35750181	NR2F6	306	K562	True
chr9	35814170	35814620	NR2F6	1000	HepG2,K562	True
chr9	35834593	35834976	NR2F6	1000	HepG2,K562	True
chr9	35882211	35882860	NR2F6	440	HepG2,K562	True
chr9	35914399	35914849	NR2F6	408	K562	True
chr9	35924043	35924493	NR2F6	345	K562	True
chr9	36006595	36006872	NR2F6	1000	K562	True
chr9	36093373	36093823	NR2F6	601	HepG2,K562	True
chr9	36102270	36102538	NR2F6	780	K562	True
chr9	36215820	36216205	NR2F6	1000	K562	True
chr9	36415767	36416217	NR2F6	270	K562	True
chr9	36572958	36573609	NR2F6	349	K562	True
chr9	36665904	36666195	NR2F6	1000	K562	True
chr9	36903802	36904087	NR2F6	1000	K562	True
chr9	37126533	37126660	NR2F6	857	K562	True
chr9	37144674	37145124	NR2F6	598	K562	True
chr9	37195047	37195497	NR2F6	266	K562	True
chr9	37197016	37197466	NR2F6	795	K562	True
chr9	37229987	37230437	NR2F6	304	K562	True
chr9	37233961	37234411	NR2F6	215	K562	True
chr9	37362441	37362782	NR2F6	1000	K562	True
chr9	37409184	37409634	NR2F6	513	K562	True
chr9	37568534	37568974	NR2F6	1000	HepG2,K562	True
chr9	37679031	37679481	NR2F6	335	K562	True
chr9	37785553	37786003	NR2F6	303	K562	True
chr9	37800528	37801292	NR2F6	266	HepG2,K562	True
chr9	37802263	37802733	NR2F6	511	HepG2,K562	True
chr9	37905143	37905593	NR2F6	233	K562	True
chr9	37911741	37912191	NR2F6	466	K562	True
chr9	37953678	37954128	NR2F6	364	K562	True
chr9	37987432	37987882	NR2F6	434	K562	True
chr9	38007971	38008421	NR2F6	408	K562	True
chr9	38035832	38036282	NR2F6	462	K562	True
chr9	38039192	38039841	NR2F6	482	K562	True
chr9	38061526	38061725	NR2F6	990	K562	True
chr9	38062686	38063335	NR2F6	1000	HepG2,K562	True
chr9	38065455	38065905	NR2F6	336	K562	True
chr9	38069604	38070159	NR2F6	257	HepG2,K562	True
chr9	38130812	38131090	NR2F6	1000	K562	True
chr9	38170871	38171526	NR2F6	589	K562	True
chr9	38195715	38196101	NR2F6	1000	HepG2,K562	True
chr9	38226056	38226804	NR2F6	528	K562	True
chr9	68508597	68508781	NR2F6	788	K562	True
chr9	68629195	68629390	NR2F6	743	K562	True
chr9	68643916	68644145	NR2F6	595	K562	True
chr9	68644438	68644888	NR2F6	447	K562	True
chr9	68689997	68690447	NR2F6	240	K562	True
chr9	68725086	68725536	NR2F6	274	K562	True
chr9	68747082	68747532	NR2F6	322	K562	True
chr9	68750377	68750827	NR2F6	245	K562	True
chr9	68793965	68794644	NR2F6	439	K562	True
chr9	68805521	68805971	NR2F6	392	K562	True
chr9	68828099	68828752	NR2F6	746	K562	True
chr9	68927098	68927548	NR2F6	316	K562	True
chr9	68961580	68962030	NR2F6	260	K562	True
chr9	68969560	68970010	NR2F6	1000	HepG2,K562	True
chr9	69188891	69189341	NR2F6	538	K562	True
chr9	69190140	69190590	NR2F6	1000	HepG2,K562	True
chr9	69215950	69216400	NR2F6	732	K562	True
chr9	69942575	69943025	NR2F6	232	K562	True
chr9	69946870	69947118	NR2F6	921	K562	True
chr9	70398172	70398622	NR2F6	574	K562	True
chr9	70406269	70406719	NR2F6	523	K562	True
chr9	70411193	70411643	NR2F6	266	K562	True
chr9	70411898	70412354	NR2F6	445	HepG2,K562	True
chr9	70501489	70501939	NR2F6	469	K562	True
chr9	70561088	70561538	NR2F6	462	K562	True
chr9	71210371	71210650	NR2F6	934	HepG2,K562	True
chr9	71576415	71576865	NR2F6	232	K562	True
chr9	71742172	71742622	NR2F6	399	K562	True
chr9	71911334	71911784	NR2F6	496	HepG2,K562	True
chr9	71955181	71955631	NR2F6	287	K562	True
chr9	72443270	72443720	NR2F6	473	K562	True
chr9	72557466	72558302	NR2F6	380	HepG2,K562	True
chr9	73024723	73024956	NR2F6	850	K562	True
chr9	73037550	73038000	NR2F6	187	K562	True
chr9	73038584	73039034	NR2F6	550	K562	True
chr9	73083444	73083894	NR2F6	224	K562	True
chr9	73143913	73144363	NR2F6	313	K562	True
chr9	73148330	73149028	NR2F6	1000	K562	True
chr9	73149386	73149836	NR2F6	420	K562	True
chr9	73152369	73152819	NR2F6	69	K562	True
chr9	73153664	73154114	NR2F6	292	K562	True
chr9	73370002	73370452	NR2F6	411	K562	True
chr9	73411537	73411842	NR2F6	1000	K562	True
chr9	73445433	73446000	NR2F6	758	K562	True
chr9	75027583	75028053	NR2F6	357	HepG2,K562	True
chr9	76353269	76353543	NR2F6	994	K562	True
chr9	76359281	76359731	NR2F6	511	K562	True
chr9	76362488	76363114	NR2F6	891	HepG2,K562	True
chr9	76369572	76370022	NR2F6	331	K562	True
chr9	76456236	76456591	NR2F6	1000	HepG2,K562	True
chr9	76630911	76631361	NR2F6	561	K562	True
chr9	77820238	77820520	NR2F6	1000	K562	True
chr9	77827394	77827815	NR2F6	1000	K562	True
chr9	77876673	77877123	NR2F6	282	K562	True
chr9	77882335	77882522	NR2F6	666	K562	True
chr9	77909326	77909776	NR2F6	294	K562	True
chr9	77943035	77943321	NR2F6	931	K562	True
chr9	77963360	77963810	NR2F6	528	K562	True
chr9	78004395	78004845	NR2F6	513	K562	True
chr9	78026391	78026841	NR2F6	290	K562	True
chr9	79583781	79584231	NR2F6	444	K562	True
chr9	83625255	83625705	NR2F6	237	K562	True
chr9	83992363	83992813	NR2F6	837	HepG2,K562	True
chr9	84123707	84124372	NR2F6	158	K562	True
chr9	84358224	84358674	NR2F6	397	K562	True
chr9	84438512	84438786	NR2F6	1000	K562	True
chr9	85743331	85743492	NR2F6	731	K562	True
chr9	86127405	86127855	NR2F6	496	K562	True
chr9	86202280	86202720	NR2F6	930	HepG2,K562	True
chr9	86281508	86282152	NR2F6	821	HepG2,K562	True
chr9	87505402	87505852	NR2F6	247	K562	True
chr9	87516294	87516558	NR2F6	1000	K562	True
chr9	87518737	87519187	NR2F6	715	K562	True
chr9	87551780	87552230	NR2F6	321	K562	True
chr9	87556848	87557164	NR2F6	1000	K562	True
chr9	87578532	87578972	NR2F6	1000	HepG2,K562	True
chr9	87581454	87581904	NR2F6	566	K562	True
chr9	87592468	87592918	NR2F6	309	K562	True
chr9	87713491	87713941	NR2F6	320	K562	True
chr9	87742759	87743209	NR2F6	301	K562	True
chr9	87790761	87791211	NR2F6	332	K562	True
chr9	87792881	87793041	NR2F6	816	K562	True
chr9	87793048	87793835	NR2F6	673	HepG2,K562	True
chr9	88513840	88514290	NR2F6	244	K562	True
chr9	88658472	88658940	NR2F6	373	HepG2,K562	True
chr9	88747704	88748154	NR2F6	371	K562	True
chr9	88781900	88782012	NR2F6	774	K562	True
chr9	88800315	88800765	NR2F6	263	K562	True
chr9	88820186	88820298	NR2F6	500	K562	True
chr9	88835164	88835614	NR2F6	294	K562	True
chr9	88934043	88934580	NR2F6	971	K562	True
chr9	88949403	88949853	NR2F6	388	K562	True
chr9	89606753	89607000	NR2F6	831	K562	True
chr9	89923956	89924406	NR2F6	1000	HepG2,K562	True
chr9	91192950	91193400	NR2F6	327	HepG2,K562	True
chr9	91193779	91194423	NR2F6	1000	HepG2,K562	True
chr9	91197228	91197683	NR2F6	1000	HepG2,K562	True
chr9	91245647	91246097	NR2F6	258	K562	True
chr9	91361092	91361720	NR2F6	316	HepG2,K562	True
chr9	91419293	91419479	NR2F6	498	K562	True
chr9	91419589	91420039	NR2F6	692	HepG2,K562	True
chr9	91500595	91501045	NR2F6	608	K562	True
chr9	91628808	91629258	NR2F6	460	K562	True
chr9	91880493	91880943	NR2F6	603	K562	True
chr9	91887455	91887905	NR2F6	263	K562	True
chr9	91898929	91899369	NR2F6	1000	HepG2,K562	True
chr9	91899933	91900383	NR2F6	278	K562	True
chr9	92147301	92147825	NR2F6	1000	K562	True
chr9	92179942	92180392	NR2F6	333	K562	True
chr9	92180831	92181281	NR2F6	310	K562	True
chr9	92661048	92661518	NR2F6	497	HepG2,K562	True
chr9	92668996	92669446	NR2F6	472	K562	True
chr9	92670056	92670877	NR2F6	296	HepG2,K562	True
chr9	92746757	92747424	NR2F6	837	HepG2,K562	True
chr9	92752774	92753224	NR2F6	437	HepG2,K562	True
chr9	92765513	92765963	NR2F6	431	K562	True
chr9	93043035	93043485	NR2F6	242	K562	True
chr9	93060814	93061264	NR2F6	385	K562	True
chr9	93064333	93064783	NR2F6	649	K562	True
chr9	93086651	93087114	NR2F6	417	HepG2,K562	True
chr9	93109202	93109814	NR2F6	1000	HepG2,K562	True
chr9	93196087	93196537	NR2F6	214	K562	True
chr9	93456462	93456912	NR2F6	485	K562	True
chr9	93612165	93612818	NR2F6	331	K562	True
chr9	94068149	94068640	NR2F6	1000	K562	True
chr9	94139764	94140214	NR2F6	469	K562	True
chr9	94166591	94167285	NR2F6	349	K562	True
chr9	94180676	94181126	NR2F6	244	K562	True
chr9	94212091	94212541	NR2F6	430	K562	True
chr9	94213498	94213956	NR2F6	562	HepG2,K562	True
chr9	94277100	94277550	NR2F6	492	K562	True
chr9	94300752	94301202	NR2F6	440	K562	True
chr9	94640487	94640937	NR2F6	226	K562	True
chr9	94734123	94734573	NR2F6	706	K562	True
chr9	94783017	94783480	NR2F6	248	HepG2,K562	True
chr9	94867169	94867633	NR2F6	679	HepG2,K562	True
chr9	94914276	94914726	NR2F6	258	K562	True
chr9	94927039	94927489	NR2F6	468	K562	True
chr9	95157658	95158108	NR2F6	258	K562	True
chr9	95307460	95307910	NR2F6	397	K562	True
chr9	95315086	95315588	NR2F6	496	HepG2,K562	True
chr9	95438262	95438712	NR2F6	245	K562	True
chr9	95462774	95462978	NR2F6	790	K562	True
chr9	95874827	95875277	NR2F6	316	K562	True
chr9	95875931	95876381	NR2F6	150	K562	True
chr9	96008585	96009035	NR2F6	239	K562	True
chr9	96009664	96010114	NR2F6	421	K562	True
chr9	96344740	96345230	NR2F6	463	HepG2,K562	True
chr9	96420856	96421306	NR2F6	289	K562	True
chr9	96566245	96566899	NR2F6	529	HepG2,K562	True
chr9	96680730	96681445	NR2F6	240	K562	True
chr9	96778047	96778497	NR2F6	295	K562	True
chr9	96857672	96858411	NR2F6	275	HepG2,K562	True
chr9	97237162	97237793	NR2F6	887	HepG2,K562	True
chr9	97293077	97293567	NR2F6	600	HepG2,K562	True
chr9	97415096	97415546	NR2F6	304	K562	True
chr9	97500940	97501390	NR2F6	241	K562	True
chr9	97503501	97503739	NR2F6	1000	K562	True
chr9	97510847	97511297	NR2F6	338	K562	True
chr9	97567001	97567451	NR2F6	530	K562	True
chr9	97753909	97754359	NR2F6	362	K562	True
chr9	97761863	97762313	NR2F6	279	K562	True
chr9	97774662	97775112	NR2F6	268	K562	True
chr9	97943293	97943743	NR2F6	367	K562	True
chr9	97960765	97961215	NR2F6	702	K562	True
chr9	97992116	97992566	NR2F6	395	K562	True
chr9	98129328	98129778	NR2F6	283	K562	True
chr9	98159818	98160124	NR2F6	1000	K562	True
chr9	98174878	98175340	NR2F6	1000	HepG2,K562	True
chr9	98182200	98182759	NR2F6	784	K562	True
chr9	98190175	98190389	NR2F6	665	K562	True
chr9	98225194	98225465	NR2F6	1000	K562	True
chr9	98234223	98234673	NR2F6	400	K562	True
chr9	98240461	98241112	NR2F6	643	K562	True
chr9	98248737	98249187	NR2F6	535	K562	True
chr9	98326330	98326979	NR2F6	680	K562	True
chr9	98332468	98332918	NR2F6	274	K562	True
chr9	98334370	98334559	NR2F6	914	K562	True
chr9	98341483	98341933	NR2F6	276	K562	True
chr9	98368370	98368820	NR2F6	357	K562	True
chr9	98374549	98374999	NR2F6	409	K562	True
chr9	98375529	98375675	NR2F6	698	K562	True
chr9	98429714	98430164	NR2F6	268	K562	True
chr9	98576309	98576759	NR2F6	296	K562	True
chr9	98781822	98782262	NR2F6	575	HepG2,K562	True
chr9	98806955	98807405	NR2F6	324	K562	True
chr9	98833169	98833526	NR2F6	1000	K562	True
chr9	98848381	98848846	NR2F6	204	HepG2,K562	True
chr9	98867837	98868066	NR2F6	1000	K562	True
chr9	98885585	98886035	NR2F6	435	K562	True
chr9	98886736	98887186	NR2F6	635	K562	True
chr9	98905222	98905672	NR2F6	251	K562	True
chr9	98924701	98925151	NR2F6	559	K562	True
chr9	98929773	98930223	NR2F6	615	K562	True
chr9	98931968	98932418	NR2F6	435	K562	True
chr9	98982307	98982757	NR2F6	495	K562	True
chr9	98983827	98984277	NR2F6	393	K562	True
chr9	98998785	98999235	NR2F6	211	K562	True
chr9	99000437	99000887	NR2F6	523	K562	True
chr9	99051777	99052227	NR2F6	290	K562	True
chr9	99057819	99058269	NR2F6	400	K562	True
chr9	99075334	99075984	NR2F6	242	K562	True
chr9	99221874	99222514	NR2F6	854	HepG2,K562	True
chr9	99301995	99302144	NR2F6	723	K562	True
chr9	99302645	99303095	NR2F6	288	K562	True
chr9	99966694	99967145	NR2F6	450	HepG2,K562	True
chr9	100145158	100145608	NR2F6	445	K562	True
chr9	100214078	100214782	NR2F6	272	K562	True
chr9	100228610	100228741	NR2F6	663	K562	True
chr9	100413168	100413618	NR2F6	485	K562	True
chr9	101327364	101327834	NR2F6	627	HepG2,K562	True
chr9	101366055	101366263	NR2F6	833	K562	True
chr9	101533808	101534335	NR2F6	887	HepG2,K562	True
chr9	101571002	101571452	NR2F6	469	K562	True
chr9	101840935	101841146	NR2F6	985	K562	True
chr9	101893745	101894195	NR2F6	226	K562	True
chr9	101904766	101905216	NR2F6	261	K562	True
chr9	104143832	104144305	NR2F6	527	HepG2,K562	True
chr9	104738398	104738848	NR2F6	315	K562	True
chr9	104775202	104775671	NR2F6	1000	K562	True
chr9	104787265	104787715	NR2F6	388	K562	True
chr9	104961220	104961660	NR2F6	980	HepG2,K562	True
chr9	105251122	105251572	NR2F6	313	K562	True
chr9	105558246	105558696	NR2F6	461	K562	True
chr9	105667904	105668174	NR2F6	949	HepG2,K562	True
chr9	105862018	105862468	NR2F6	258	K562	True
chr9	107274058	107274508	NR2F6	335	K562	True
chr9	107376032	107376257	NR2F6	972	K562	True
chr9	107784461	107785157	NR2F6	184	K562	True
chr9	107794275	107794725	NR2F6	256	K562	True
chr9	108015619	108016031	NR2F6	1000	K562	True
chr9	108048949	108049399	NR2F6	340	K562	True
chr9	108060157	108060607	NR2F6	300	K562	True
chr9	108094271	108094469	NR2F6	831	K562	True
chr9	108099827	108100277	NR2F6	503	K562	True
chr9	108101583	108102033	NR2F6	320	K562	True
chr9	108108658	108109108	NR2F6	382	K562	True
chr9	108156682	108157006	NR2F6	1000	K562	True
